symbol	Geneid	cardiomyocytes_probability	cardiomyocytes_distance	cardiomyocytes_p_value	cardiomyocytes_FDR	cardiomyocytes_rank	endothelial cells_probability	endothelial cells_distance	endothelial cells_p_value	endothelial cells_FDR	endothelial cells_rank	fibroblasts_probability	fibroblasts_distance	fibroblasts_p_value	fibroblasts_FDR	fibroblasts_rank	cardiomyocytes_exp	endothelial cells_exp	fibroblasts_exp
MRPS24	ENSG00000062582	0.039	-3.198	1.0	1.0	14160	0.023	-3.753	1.0	1.0	14649	0.022	-3.791	1.0	1.0	14651	3.675	2.446	2.403
CFAP410	ENSG00000160226	0.039	-3.198	1.0	1.0	14161	0.042	-3.116	1.0	1.0	13966	0.097	-2.236	0.999	1.0	12432	1.176	1.447	3.117
CLEC1B	ENSG00000165682	0.039	-3.199	1.0	1.0	14162	0.01	-4.644	1.0	1.0	15179	0.027	-3.582	1.0	1.0	14490	-8.165	-9.921	-6.795
ZNF841	ENSG00000197608	0.039	-3.199	1.0	1.0	14163	0.07	-2.588	1.0	1.0	13162	0.121	-1.979	0.999	1.0	11895	-0.571	0.91	2.159
TREM2	ENSG00000095970	0.039	-3.199	1.0	1.0	14164	0.385	-0.468	0.929	1.0	8203	0.005	-5.37	1.0	1.0	15370	-4.277	1.724	-6.795
KCNS2	ENSG00000156486	0.039	-3.199	1.0	1.0	14165	0.965	3.304	0.011	0.122	1359	0.375	-0.51	0.934	1.0	8198	-14.845	-0.401	-6.795
NAA80	ENSG00000243477	0.039	-3.201	1.0	1.0	14166	0.012	-4.453	1.0	1.0	15090	0.022	-3.803	1.0	1.0	14659	1.767	-0.626	0.848
MRPL12	ENSG00000262814	0.039	-3.201	1.0	1.0	14167	0.015	-4.191	1.0	1.0	14957	0.035	-3.312	1.0	1.0	14188	6.804	4.407	5.782
ADAMTS10	ENSG00000142303	0.039	-3.202	1.0	1.0	14168	0.142	-1.802	0.997	1.0	11581	0.145	-1.778	0.997	1.0	11443	-6.081	-2.495	-1.935
ANO10	ENSG00000160746	0.039	-3.204	1.0	1.0	14169	0.082	-2.418	1.0	1.0	12838	0.039	-3.211	1.0	1.0	14073	-3.284	-1.182	-2.187
FANCD2	ENSG00000144554	0.039	-3.207	1.0	1.0	14170	0.371	-0.526	0.937	1.0	8366	0.181	-1.507	0.994	1.0	10790	-8.284	-1.973	-3.231
LRRC45	ENSG00000169683	0.039	-3.208	1.0	1.0	14171	0.11	-2.086	0.999	1.0	12194	0.001	-7.492	1.0	1.0	15603	0.322	2.711	-6.795
ZNF414	ENSG00000133250	0.039	-3.209	1.0	1.0	14172	0.014	-4.287	1.0	1.0	15003	0.127	-1.928	0.998	1.0	11791	-1.148	-2.904	1.8
RASGRF2	ENSG00000113319	0.039	-3.209	1.0	1.0	14173	0.602	0.414	0.721	1.0	5930	0.098	-2.215	0.999	1.0	12394	-7.843	0.262	-4.115
CD101	ENSG00000134256	0.039	-3.21	1.0	1.0	14174	0.003	-5.78	1.0	1.0	15451	0.076	-2.501	1.0	1.0	12985	-5.716	-9.921	-2.897
RAB43	ENSG00000172780	0.039	-3.21	1.0	1.0	14175	0.004	-5.491	1.0	1.0	15404	0.012	-4.43	1.0	1.0	15036	-6.345	-9.921	-6.795
CD38	ENSG00000004468	0.039	-3.21	1.0	1.0	14176	0.114	-2.054	0.999	1.0	12128	0.476	-0.095	0.863	1.0	7108	-5.879	-2.791	1.2
MPG	ENSG00000103152	0.039	-3.21	1.0	1.0	14177	0.074	-2.521	1.0	1.0	13034	0.149	-1.739	0.997	1.0	11354	0.373	1.912	3.366
C16orf74	ENSG00000154102	0.039	-3.211	1.0	1.0	14178	0.0	-9.61	1.0	1.0	15655	0.006	-5.172	1.0	1.0	15331	2.61	-9.921	-0.861
TAF1A	ENSG00000143498	0.039	-3.212	1.0	1.0	14179	0.038	-3.232	1.0	1.0	14133	0.118	-2.016	0.999	1.0	11968	-0.746	-0.479	1.977
FAM234A	ENSG00000167930	0.039	-3.214	1.0	1.0	14180	0.023	-3.73	1.0	1.0	14626	0.02	-3.904	1.0	1.0	14724	4.35	3.13	2.78
RPS6KB2	ENSG00000175634	0.039	-3.215	1.0	1.0	14181	0.0	-8.589	1.0	1.0	15638	0.009	-4.694	1.0	1.0	15163	0.382	-9.921	-1.816
BANP	ENSG00000172530	0.039	-3.215	1.0	1.0	14182	0.039	-3.194	1.0	1.0	14075	0.062	-2.72	1.0	1.0	13378	-1.038	-0.659	0.508
SPDYE5	ENSG00000170092	0.039	-3.216	1.0	1.0	14183	0.062	-2.719	1.0	1.0	13379	0.002	-6.071	1.0	1.0	15480	-2.788	-1.303	-6.795
ZNF140	ENSG00000196387	0.039	-3.216	1.0	1.0	14184	0.01	-4.564	1.0	1.0	15142	0.013	-4.313	1.0	1.0	14962	2.152	-0.47	0.288
DOK1	ENSG00000115325	0.039	-3.216	1.0	1.0	14185	0.179	-1.526	0.994	1.0	10942	0.096	-2.242	0.999	1.0	12442	-1.413	2.262	1.048
ACBD6	ENSG00000230124	0.039	-3.217	1.0	1.0	14186	0.021	-3.843	1.0	1.0	14712	0.025	-3.673	1.0	1.0	14561	0.913	-0.171	0.413
GIMAP2	ENSG00000106560	0.039	-3.217	1.0	1.0	14187	0.632	0.54	0.677	1.0	5613	0.002	-6.219	1.0	1.0	15498	-2.47	5.349	-6.795
PLA2G6	ENSG00000184381	0.038	-3.219	1.0	1.0	14188	0.067	-2.641	1.0	1.0	13253	0.007	-5.017	1.0	1.0	15295	-5.088	-3.209	-6.795
CHI3L1	ENSG00000133048	0.038	-3.219	1.0	1.0	14189	0.302	-0.836	0.967	1.0	9175	0.085	-2.377	1.0	1.0	12716	-3.419	1.813	-0.808
ZFP30	ENSG00000120784	0.038	-3.22	1.0	1.0	14190	0.058	-2.789	1.0	1.0	13495	0.058	-2.792	1.0	1.0	13483	1.8	2.689	2.684
FASTKD3	ENSG00000124279	0.038	-3.222	1.0	1.0	14191	0.076	-2.503	1.0	1.0	13000	0.02	-3.908	1.0	1.0	14725	2.765	4.116	1.505
COL24A1	ENSG00000171502	0.038	-3.225	1.0	1.0	14192	0.055	-2.84	1.0	1.0	13571	0.34	-0.662	0.952	1.0	8555	-8.955	-7.057	-2.257
DPYS	ENSG00000147647	0.038	-3.225	1.0	1.0	14193	0.677	0.739	0.603	1.0	5137	0.369	-0.536	0.938	1.0	8254	-14.845	-5.358	-6.795
C10orf143	ENSG00000237489	0.038	-3.226	1.0	1.0	14194	0.029	-3.527	1.0	1.0	14447	0.022	-3.811	1.0	1.0	14669	-0.423	-0.736	-0.894
TAX1BP3	ENSG00000213977	0.038	-3.227	1.0	1.0	14195	0.024	-3.725	1.0	1.0	14619	0.063	-2.707	1.0	1.0	13351	0.414	-0.37	1.726
STAC	ENSG00000144681	0.038	-3.228	1.0	1.0	14196	0.274	-0.975	0.976	1.0	9555	0.093	-2.279	0.999	1.0	12505	-11.063	-5.303	-6.795
AKAP9	ENSG00000127914	0.038	-3.231	1.0	1.0	14197	0.033	-3.387	1.0	1.0	14324	0.034	-3.359	1.0	1.0	14242	4.458	3.929	3.845
ADAT1	ENSG00000065457	0.038	-3.231	1.0	1.0	14198	0.035	-3.306	1.0	1.0	14229	0.019	-3.962	1.0	1.0	14766	1.449	1.385	0.363
PCED1B	ENSG00000179715	0.038	-3.231	1.0	1.0	14199	0.109	-2.101	0.999	1.0	12219	0.287	-0.911	0.972	1.0	9216	-8.385	-5.091	-2.22
HEATR5A	ENSG00000129493	0.038	-3.233	1.0	1.0	14200	0.015	-4.168	1.0	1.0	14933	0.017	-4.038	1.0	1.0	14817	1.063	-0.639	-0.081
RPS9	ENSG00000170889	0.038	-3.234	1.0	1.0	14201	0.049	-2.967	1.0	1.0	13733	0.047	-3.02	1.0	1.0	13823	5.529	5.716	5.322
R3HCC1	ENSG00000104679	0.038	-3.234	1.0	1.0	14202	0.043	-3.109	1.0	1.0	13955	0.083	-2.4	1.0	1.0	12767	5.033	4.994	6.01
CCNQ	ENSG00000262919	0.038	-3.237	1.0	1.0	14203	0.018	-3.985	1.0	1.0	14818	0.02	-3.883	1.0	1.0	14715	4.678	2.97	3.123
CASS4	ENSG00000087589	0.038	-3.237	1.0	1.0	14204	0.274	-0.977	0.976	1.0	9558	0.058	-2.795	1.0	1.0	13493	-5.533	-0.324	-3.217
TRIM62	ENSG00000116525	0.038	-3.24	1.0	1.0	14205	0.156	-1.69	0.996	1.0	11341	0.325	-0.731	0.958	1.0	8746	-5.825	-1.974	0.178
NMB	ENSG00000197696	0.038	-3.24	1.0	1.0	14206	0.046	-3.027	1.0	1.0	13816	0.145	-1.776	0.997	1.0	11440	3.268	3.582	5.693
SAMD3	ENSG00000164483	0.038	-3.241	1.0	1.0	14207	0.31	-0.802	0.964	1.0	9089	0.011	-4.485	1.0	1.0	15074	-6.292	-0.656	-6.795
CLNK	ENSG00000109684	0.038	-3.242	1.0	1.0	14208	0.038	-3.242	1.0	1.0	14146	0.102	-2.181	0.999	1.0	12321	-11.307	-9.921	-6.795
ZNF420	ENSG00000197050	0.038	-3.243	1.0	1.0	14209	0.039	-3.21	1.0	1.0	14095	0.061	-2.729	1.0	1.0	13396	0.614	0.845	1.877
ZRANB3	ENSG00000121988	0.038	-3.244	1.0	1.0	14210	0.006	-5.092	1.0	1.0	15315	0.068	-2.619	1.0	1.0	13193	-4.546	-7.459	-2.098
WDR72	ENSG00000166415	0.038	-3.244	1.0	1.0	14211	0.427	-0.294	0.902	1.0	7722	0.691	0.804	0.578	1.0	4929	-14.845	-7.338	-4.407
PES1	ENSG00000100029	0.037	-3.246	1.0	1.0	14212	0.144	-1.785	0.997	1.0	11539	0.031	-3.429	1.0	1.0	14337	-0.933	2.247	-0.599
MMP24OS	ENSG00000126005	0.037	-3.249	1.0	1.0	14213	0.037	-3.253	1.0	1.0	14163	0.023	-3.759	1.0	1.0	14628	5.943	5.56	4.383
ZNF263	ENSG00000006194	0.037	-3.25	1.0	1.0	14214	0.078	-2.469	1.0	1.0	12924	0.051	-2.926	1.0	1.0	13682	2.1	3.642	2.744
ZSCAN12	ENSG00000158691	0.037	-3.251	1.0	1.0	14215	0.006	-5.082	1.0	1.0	15309	0.055	-2.836	1.0	1.0	13561	0.781	-2.644	1.836
ECT2L	ENSG00000203734	0.037	-3.253	1.0	1.0	14216	0.043	-3.111	1.0	1.0	13957	0.041	-3.16	1.0	1.0	14015	-2.734	-1.946	-1.568
PIGU	ENSG00000101464	0.037	-3.254	1.0	1.0	14217	0.015	-4.159	1.0	1.0	14928	0.018	-4.014	1.0	1.0	14807	-0.847	-2.297	-1.543
UBR4	ENSG00000127481	0.037	-3.254	1.0	1.0	14218	0.023	-3.735	1.0	1.0	14630	0.011	-4.457	1.0	1.0	15050	0.79	0.003	-1.008
POLN	ENSG00000130997	0.037	-3.256	1.0	1.0	14219	0.017	-4.086	1.0	1.0	14891	0.008	-4.776	1.0	1.0	15198	-5.689	-6.501	-6.795
PET117	ENSG00000232838	0.037	-3.256	1.0	1.0	14220	0.023	-3.728	1.0	1.0	14623	0.031	-3.448	1.0	1.0	14360	4.129	3.016	3.476
ZNF718	ENSG00000250312	0.037	-3.257	1.0	1.0	14221	0.068	-2.623	1.0	1.0	13224	0.032	-3.398	1.0	1.0	14290	0.016	1.482	0.243
ZNF891	ENSG00000214029	0.037	-3.258	1.0	1.0	14222	0.03	-3.468	1.0	1.0	14393	0.103	-2.166	0.999	1.0	12294	1.252	0.945	3.406
CCL5	ENSG00000271503	0.037	-3.258	1.0	1.0	14223	0.104	-2.151	0.999	1.0	12316	0.009	-4.691	1.0	1.0	15161	2.132	4.308	-0.317
UBE2E1	ENSG00000170142	0.037	-3.258	1.0	1.0	14224	0.046	-3.027	1.0	1.0	13815	0.054	-2.87	1.0	1.0	13609	-3.496	-2.455	-1.665
CLTA	ENSG00000122705	0.037	-3.259	1.0	1.0	14225	0.06	-2.753	1.0	1.0	13438	0.059	-2.767	1.0	1.0	13455	2.009	3.023	2.967
SLC25A47	ENSG00000140107	0.037	-3.26	1.0	1.0	14226	0.894	2.133	0.129	0.78	2586	0.361	-0.572	0.942	1.0	8327	-14.845	-2.568	-6.795
BUD31	ENSG00000106245	0.037	-3.261	1.0	1.0	14227	0.062	-2.724	1.0	1.0	13387	0.068	-2.622	1.0	1.0	13197	4.711	5.51	5.408
RNF135	ENSG00000181481	0.037	-3.262	1.0	1.0	14228	0.12	-1.993	0.999	1.0	12000	0.083	-2.396	1.0	1.0	12758	-0.072	2.644	1.941
ZNF343	ENSG00000088876	0.037	-3.262	1.0	1.0	14229	0.057	-2.811	1.0	1.0	13529	0.139	-1.823	0.998	1.0	11533	-1.389	-0.134	1.885
TTC39B	ENSG00000155158	0.037	-3.262	1.0	1.0	14230	0.143	-1.793	0.997	1.0	11564	0.066	-2.642	1.0	1.0	13228	-4.326	-0.784	-1.93
PHRF1	ENSG00000070047	0.037	-3.262	1.0	1.0	14231	0.051	-2.923	1.0	1.0	13688	0.065	-2.668	1.0	1.0	13273	0.797	1.611	2.168
HEATR4	ENSG00000187105	0.037	-3.268	1.0	1.0	14232	0.074	-2.532	1.0	1.0	13060	0.114	-2.046	0.999	1.0	12028	-4.999	-2.819	-1.416
PDZD11	ENSG00000120509	0.037	-3.269	1.0	1.0	14233	0.045	-3.063	1.0	1.0	13864	0.074	-2.528	1.0	1.0	13026	7.07	6.981	7.493
BOP1	ENSG00000261236	0.037	-3.271	1.0	1.0	14234	0.014	-4.281	1.0	1.0	15002	0.06	-2.758	1.0	1.0	13444	1.248	-0.622	2.387
ZGRF1	ENSG00000138658	0.037	-3.271	1.0	1.0	14235	0.04	-3.179	1.0	1.0	14054	0.029	-3.509	1.0	1.0	14419	-2.218	-1.582	-1.737
PNO1	ENSG00000115946	0.037	-3.272	1.0	1.0	14236	0.038	-3.226	1.0	1.0	14120	0.038	-3.228	1.0	1.0	14099	3.194	3.189	3.135
SMN1	ENSG00000172062	0.037	-3.272	1.0	1.0	14237	0.036	-3.275	1.0	1.0	14192	0.029	-3.501	1.0	1.0	14405	-1.699	-1.301	-1.297
TAS2R14	ENSG00000212127	0.036	-3.276	1.0	1.0	14238	0.044	-3.08	1.0	1.0	13896	0.001	-7.506	1.0	1.0	15605	0.202	0.796	-6.795
ZNF74	ENSG00000185252	0.036	-3.276	1.0	1.0	14239	0.016	-4.105	1.0	1.0	14899	0.034	-3.359	1.0	1.0	14241	1.005	-0.486	1.145
ALOXE3	ENSG00000179148	0.036	-3.276	1.0	1.0	14240	0.662	0.671	0.629	1.0	5307	0.357	-0.588	0.944	1.0	8380	-14.845	-5.391	-6.795
CDC42SE1	ENSG00000197622	0.036	-3.278	1.0	1.0	14241	0.038	-3.221	1.0	1.0	14114	0.039	-3.208	1.0	1.0	14071	2.501	2.587	2.621
FBXL2	ENSG00000153558	0.036	-3.278	1.0	1.0	14242	0.128	-1.916	0.998	1.0	11837	0.069	-2.606	1.0	1.0	13161	-3.806	-0.526	-1.418
STX12	ENSG00000117758	0.036	-3.278	1.0	1.0	14243	0.069	-2.601	1.0	1.0	13188	0.042	-3.115	1.0	1.0	13954	1.848	3.214	2.258
WDFY1	ENSG00000085449	0.036	-3.279	1.0	1.0	14244	0.078	-2.476	1.0	1.0	12943	0.021	-3.836	1.0	1.0	14682	0.588	2.327	-0.027
ARHGEF10	ENSG00000104728	0.036	-3.281	1.0	1.0	14245	0.125	-1.945	0.998	1.0	11905	0.156	-1.685	0.996	1.0	11225	-3.423	-0.234	0.516
ZNF433	ENSG00000197647	0.036	-3.281	1.0	1.0	14246	0.034	-3.346	1.0	1.0	14279	0.027	-3.602	1.0	1.0	14508	4.534	4.175	3.577
FAM227B	ENSG00000166262	0.036	-3.282	1.0	1.0	14247	0.012	-4.403	1.0	1.0	15064	0.018	-3.996	1.0	1.0	14795	-1.158	-2.999	-1.713
NMRAL1	ENSG00000153406	0.036	-3.282	1.0	1.0	14248	0.042	-3.122	1.0	1.0	13978	0.028	-3.536	1.0	1.0	14455	3.365	3.565	2.749
CLN3	ENSG00000188603	0.036	-3.282	1.0	1.0	14249	0.048	-2.983	1.0	1.0	13760	0.003	-5.963	1.0	1.0	15462	-3.166	-2.027	-6.795
GPR176	ENSG00000166073	0.036	-3.283	1.0	1.0	14250	0.056	-2.822	1.0	1.0	13549	0.036	-3.276	1.0	1.0	14151	-9.012	-6.961	-6.795
XPC	ENSG00000154767	0.036	-3.283	1.0	1.0	14251	0.089	-2.331	1.0	1.0	12672	0.093	-2.276	0.999	1.0	12501	2.078	3.957	3.927
ZNF775	ENSG00000196456	0.036	-3.284	1.0	1.0	14252	0.026	-3.619	1.0	1.0	14535	0.015	-4.194	1.0	1.0	14899	0.106	-0.328	-1.037
NPIPB13	ENSG00000198064	0.036	-3.284	1.0	1.0	14253	0.054	-2.865	1.0	1.0	13613	0.114	-2.051	0.999	1.0	12036	-4.842	-3.298	-1.27
PLAC8L1	ENSG00000173261	0.036	-3.284	1.0	1.0	14254	0.018	-3.981	1.0	1.0	14814	0.005	-5.271	1.0	1.0	15350	-4.677	-5.327	-6.795
ZNF614	ENSG00000142556	0.036	-3.285	1.0	1.0	14255	0.022	-3.809	1.0	1.0	14690	0.015	-4.179	1.0	1.0	14891	2.473	1.428	0.904
ZNF234	ENSG00000263002	0.036	-3.286	1.0	1.0	14256	0.049	-2.973	1.0	1.0	13738	0.095	-2.259	0.999	1.0	12474	1.821	2.477	3.753
MOB3A	ENSG00000172081	0.036	-3.286	1.0	1.0	14257	0.026	-3.622	1.0	1.0	14538	0.022	-3.809	1.0	1.0	14666	-1.214	-1.515	-1.425
CDC123	ENSG00000151465	0.036	-3.287	1.0	1.0	14258	0.037	-3.273	1.0	1.0	14189	0.035	-3.303	1.0	1.0	14178	3.804	3.675	3.525
XRCC3	ENSG00000126215	0.036	-3.288	1.0	1.0	14259	0.004	-5.589	1.0	1.0	15420	0.011	-4.527	1.0	1.0	15087	-6.302	-9.921	-6.795
C2orf74	ENSG00000237651	0.036	-3.289	1.0	1.0	14260	0.032	-3.416	1.0	1.0	14349	0.03	-3.48	1.0	1.0	14388	4.76	4.256	3.99
ZNF568	ENSG00000198453	0.036	-3.29	1.0	1.0	14261	0.07	-2.593	1.0	1.0	13171	0.045	-3.046	1.0	1.0	13859	0.983	2.474	1.701
ECPAS	ENSG00000136813	0.036	-3.29	1.0	1.0	14262	0.017	-4.081	1.0	1.0	14886	0.019	-3.932	1.0	1.0	14739	3.189	1.553	1.924
PRKRIP1	ENSG00000128563	0.036	-3.292	1.0	1.0	14263	0.029	-3.524	1.0	1.0	14445	0.021	-3.858	1.0	1.0	14692	2.215	1.767	1.272
POLR1E	ENSG00000137054	0.036	-3.293	1.0	1.0	14264	0.026	-3.612	1.0	1.0	14527	0.051	-2.925	1.0	1.0	13680	2.173	1.559	2.881
NKD2	ENSG00000145506	0.036	-3.294	1.0	1.0	14265	0.325	-0.729	0.958	1.0	8889	0.453	-0.189	0.883	1.0	7345	-8.588	-2.474	-1.007
OSTC	ENSG00000198856	0.036	-3.294	1.0	1.0	14266	0.073	-2.546	1.0	1.0	13087	0.124	-1.959	0.998	1.0	11865	4.518	5.747	6.476
ZNF615	ENSG00000197619	0.036	-3.294	1.0	1.0	14267	0.023	-3.736	1.0	1.0	14632	0.062	-2.723	1.0	1.0	13384	2.491	1.604	3.494
CAPS2	ENSG00000180881	0.036	-3.295	1.0	1.0	14268	0.009	-4.706	1.0	1.0	15199	0.04	-3.19	1.0	1.0	14046	-0.252	-2.751	0.458
FARP2	ENSG00000006607	0.036	-3.295	1.0	1.0	14269	0.101	-2.185	0.999	1.0	12389	0.113	-2.065	0.999	1.0	12061	1.312	3.577	3.701
CLEC4A	ENSG00000111729	0.036	-3.295	1.0	1.0	14270	0.044	-3.073	1.0	1.0	13883	0.001	-6.522	1.0	1.0	15530	-1.982	-1.115	-6.795
RAD54L	ENSG00000085999	0.036	-3.296	1.0	1.0	14271	0.046	-3.021	1.0	1.0	13809	0.016	-4.1	1.0	1.0	14855	-7.251	-5.741	-6.795
MUTYH	ENSG00000132781	0.036	-3.297	1.0	1.0	14272	0.033	-3.363	1.0	1.0	14297	0.064	-2.679	1.0	1.0	13291	-0.044	0.063	1.528
BORCS5	ENSG00000165714	0.036	-3.297	1.0	1.0	14273	0.028	-3.55	1.0	1.0	14472	0.051	-2.924	1.0	1.0	13679	-1.575	-1.677	-0.139
ZNF174	ENSG00000103343	0.036	-3.297	1.0	1.0	14274	0.039	-3.217	1.0	1.0	14107	0.037	-3.268	1.0	1.0	14140	2.918	3.008	2.888
BCAP29	ENSG00000075790	0.036	-3.297	1.0	1.0	14275	0.036	-3.284	1.0	1.0	14200	0.029	-3.507	1.0	1.0	14416	0.012	0.268	0.119
WASHC2C	ENSG00000172661	0.036	-3.298	1.0	1.0	14276	0.023	-3.743	1.0	1.0	14640	0.027	-3.58	1.0	1.0	14489	2.573	1.675	2.061
DENND6B	ENSG00000205593	0.036	-3.299	1.0	1.0	14277	0.043	-3.097	1.0	1.0	13929	0.087	-2.353	1.0	1.0	12662	-3.26	-2.302	-0.496
AGAP4	ENSG00000188234	0.036	-3.299	1.0	1.0	14278	0.027	-3.566	1.0	1.0	14490	0.017	-4.034	1.0	1.0	14814	-0.205	-0.475	-0.981
ICOSLG	ENSG00000160223	0.036	-3.3	1.0	1.0	14279	0.021	-3.847	1.0	1.0	14717	0.086	-2.36	1.0	1.0	12670	-2.301	-2.904	0.269
SLC25A41	ENSG00000181240	0.036	-3.3	1.0	1.0	14280	0.003	-5.989	1.0	1.0	15483	0.007	-4.927	1.0	1.0	15257	-5.46	-9.921	-6.795
DPY19L3	ENSG00000178904	0.036	-3.3	1.0	1.0	14281	0.088	-2.339	1.0	1.0	12684	0.14	-1.812	0.998	1.0	11511	-2.155	0.172	1.351
GTF2F2	ENSG00000188342	0.036	-3.3	1.0	1.0	14282	0.014	-4.279	1.0	1.0	14998	0.016	-4.104	1.0	1.0	14859	2.462	0.531	1.054
STYK1	ENSG00000060140	0.035	-3.304	1.0	1.0	14283	0.188	-1.46	0.993	1.0	10787	0.021	-3.82	1.0	1.0	14673	-7.874	-3.239	-6.795
FFAR1	ENSG00000126266	0.035	-3.304	1.0	1.0	14284	0.157	-1.677	0.996	1.0	11306	0.994	5.109	0.0	0.001	543	-14.845	-9.921	3.266
PODXL2	ENSG00000114631	0.035	-3.306	1.0	1.0	14285	0.028	-3.531	1.0	1.0	14453	0.046	-3.03	1.0	1.0	13837	-5.732	-5.354	-3.671
EEF1AKMT2	ENSG00000203791	0.035	-3.306	1.0	1.0	14286	0.036	-3.274	1.0	1.0	14190	0.057	-2.806	1.0	1.0	13513	1.579	1.712	2.632
SERAC1	ENSG00000122335	0.035	-3.307	1.0	1.0	14287	0.012	-4.439	1.0	1.0	15086	0.043	-3.097	1.0	1.0	13926	0.642	-1.402	1.366
CEP128	ENSG00000100629	0.035	-3.308	1.0	1.0	14288	0.015	-4.176	1.0	1.0	14943	0.019	-3.929	1.0	1.0	14737	-4.653	-5.641	-4.377
COL28A1	ENSG00000215018	0.035	-3.309	1.0	1.0	14289	0.082	-2.414	1.0	1.0	12830	0.646	0.602	0.655	1.0	5397	-8.565	-5.711	0.429
ZNF699	ENSG00000196110	0.035	-3.31	1.0	1.0	14290	0.044	-3.088	1.0	1.0	13910	0.081	-2.43	1.0	1.0	12830	-0.165	0.516	1.891
ZC3HC1	ENSG00000091732	0.035	-3.311	1.0	1.0	14291	0.032	-3.402	1.0	1.0	14341	0.035	-3.329	1.0	1.0	14213	1.443	1.347	1.612
RPS6KA1	ENSG00000117676	0.035	-3.311	1.0	1.0	14292	0.042	-3.128	1.0	1.0	13986	0.04	-3.189	1.0	1.0	14044	-2.845	-1.966	-1.607
VN1R1	ENSG00000178201	0.035	-3.312	1.0	1.0	14293	0.0	-8.432	1.0	1.0	15633	0.001	-7.369	1.0	1.0	15595	-0.174	-9.921	-6.795
COL9A3	ENSG00000092758	0.035	-3.312	1.0	1.0	14294	0.677	0.74	0.603	1.0	5134	0.822	1.53	0.298	1.0	3533	-8.266	0.723	2.309
DIAPH3	ENSG00000139734	0.035	-3.314	1.0	1.0	14295	0.417	-0.334	0.909	1.0	7839	0.417	-0.334	0.909	1.0	7738	-12.636	-5.295	-4.499
ATOX1	ENSG00000177556	0.035	-3.316	1.0	1.0	14296	0.052	-2.906	1.0	1.0	13663	0.069	-2.604	1.0	1.0	13156	6.689	7.038	7.136
COX19	ENSG00000240230	0.035	-3.317	1.0	1.0	14297	0.038	-3.235	1.0	1.0	14137	0.027	-3.591	1.0	1.0	14499	4.066	4.042	3.281
BNIP1	ENSG00000113734	0.035	-3.317	1.0	1.0	14298	0.02	-3.886	1.0	1.0	14745	0.024	-3.697	1.0	1.0	14580	1.974	0.893	1.406
MED27	ENSG00000160563	0.035	-3.321	1.0	1.0	14299	0.058	-2.78	1.0	1.0	13480	0.065	-2.666	1.0	1.0	13268	-1.277	0.141	0.596
CNTRL	ENSG00000119397	0.035	-3.322	1.0	1.0	14300	0.049	-2.974	1.0	1.0	13742	0.059	-2.778	1.0	1.0	13466	0.317	1.198	1.688
C16orf46	ENSG00000166455	0.035	-3.323	1.0	1.0	14301	0.0	-8.229	1.0	1.0	15627	0.022	-3.803	1.0	1.0	14660	-0.639	-9.921	-0.882
WNT2	ENSG00000105989	0.035	-3.324	1.0	1.0	14302	0.968	3.394	0.008	0.101	1290	0.891	2.099	0.136	0.799	2667	-14.845	0.019	-1.988
XRCC4	ENSG00000152422	0.035	-3.324	1.0	1.0	14303	0.034	-3.343	1.0	1.0	14270	0.032	-3.409	1.0	1.0	14308	-0.327	-0.1	0.065
ATP4B	ENSG00000186009	0.035	-3.324	1.0	1.0	14304	0.155	-1.697	0.997	1.0	11358	0.88	1.995	0.16	0.894	2805	-14.845	-9.921	-2.172
NDUFAF6	ENSG00000156170	0.035	-3.324	1.0	1.0	14305	0.011	-4.51	1.0	1.0	15115	0.024	-3.721	1.0	1.0	14599	1.377	-0.847	0.895
TBC1D22A	ENSG00000054611	0.035	-3.325	1.0	1.0	14306	0.059	-2.761	1.0	1.0	13451	0.032	-3.41	1.0	1.0	14309	-3.036	-1.395	-2.125
DDX47	ENSG00000213782	0.035	-3.326	1.0	1.0	14307	0.072	-2.55	1.0	1.0	13101	0.012	-4.426	1.0	1.0	15025	-1.717	0.203	-2.845
CARM1	ENSG00000142453	0.035	-3.327	1.0	1.0	14308	0.044	-3.089	1.0	1.0	13912	0.02	-3.888	1.0	1.0	14717	-7.777	-6.289	-6.795
CCDC66	ENSG00000180376	0.035	-3.328	1.0	1.0	14309	0.03	-3.482	1.0	1.0	14410	0.037	-3.27	1.0	1.0	14143	2.825	2.469	2.863
FANCB	ENSG00000181544	0.035	-3.329	1.0	1.0	14310	0.058	-2.786	1.0	1.0	13491	0.003	-5.758	1.0	1.0	15439	-3.717	-2.045	-6.795
KIF6	ENSG00000164627	0.035	-3.331	1.0	1.0	14311	0.102	-2.177	0.999	1.0	12374	0.047	-2.999	1.0	1.0	13795	-9.717	-6.242	-6.795
TBCD	ENSG00000141556	0.035	-3.331	1.0	1.0	14312	0.083	-2.406	1.0	1.0	12814	0.042	-3.133	1.0	1.0	13985	-2.003	0.24	-0.795
KLHDC4	ENSG00000104731	0.034	-3.333	1.0	1.0	14313	0.012	-4.404	1.0	1.0	15065	0.031	-3.434	1.0	1.0	14341	0.488	-1.421	0.692
FAM118B	ENSG00000197798	0.034	-3.334	1.0	1.0	14314	0.033	-3.39	1.0	1.0	14328	0.021	-3.829	1.0	1.0	14679	1.096	1.106	0.493
TRAF2	ENSG00000127191	0.034	-3.335	1.0	1.0	14315	0.029	-3.519	1.0	1.0	14439	0.007	-4.909	1.0	1.0	15252	0.358	0.194	-2.0
